1;0.23529411764705882
2;0.2857142857142857
3;0.16279069767441862
4;0.0
5;0.22900763358778625
6;0.25
7;0.17857142857142858
8;0.09090909090909091
9;0.2
10;0.44
11;0.5
12;0.0
13;0.25
14;0.2
15;0.18269230769230768
16;0.28888888888888886
17;0.21818181818181817
18;0.42857142857142855
19;0.045454545454545456
20;0.5434782608695652
21;0.2
22;0.21428571428571427
23;0.08571428571428572
24;0.0967741935483871
25;0.19607843137254902
26;0.18181818181818182
27;0.18181818181818182
28;0.19607843137254902
29;0.13636363636363635
30;0.23529411764705882
31;0.20689655172413793
32;0.1
33;0.47368421052631576
34;0.41025641025641024
35;0.35714285714285715
36;0.1111111111111111
37;0.45918367346938777
38;0.05660377358490566
39;0.32098765432098764
40;0.2054794520547945
41;0.26666666666666666
42;0.2127659574468085
43;0.4387755102040816
44;0.40714285714285714
45;0.1
46;0.2777777777777778
47;0.06666666666666667
48;0.23333333333333334
49;0.3055555555555556
50;0.2
51;0.2987551867219917
52;0.5
53;0.2608695652173913
54;0.3709677419354839
55;0.041666666666666664
56;0.125
57;0.49019607843137253
58;0.35789473684210527
59;0.23448275862068965
60;0.08823529411764706
61;0.3142857142857143
62;0.2569444444444444
63;0.1794871794871795
64;0.14
65;0.20212765957446807
66;0.20634920634920634
67;0.35714285714285715
68;0.08888888888888889
69;0.13333333333333333
70;0.17647058823529413
71;0.3333333333333333
72;0.46153846153846156
73;0.2222222222222222
74;0.2857142857142857
75;0.3333333333333333
76;0.23529411764705882
77;0.04878048780487805
78;0.15584415584415584
79;0.13953488372093023
80;0.2647058823529412
81;0.21428571428571427
82;0.16129032258064516
83;0.21875
84;0.3125
85;0.03225806451612903
86;0.2978723404255319
87;0.21052631578947367
88;0.14285714285714285
89;0.35294117647058826
90;0.5357142857142857
91;0.2565789473684211
92;0.2689075630252101
93;0.2727272727272727
94;0.11627906976744186
95;0.3333333333333333
96;0.16666666666666666
97;0.0
98;0.0
